TEST_DATE,Category,Test Case,Result,Test Count,Pass,Fail,HW Ver,SW Ver,Description
2024-09-30,MCU,ReadRegion,Fail,1,0,1,B2,2.2,
2024-09-30,MCU,ReadVersion,Pass,1,1,0,B2,2.2,
2024-09-30,MCU,FANStatus,Pass,1,1,0,B2,2.2,
2024-09-30,MCU,ADC,Pass,1,1,0,B2,2.2,
2024-09-30,MCU,MainPower,Pass,1,1,0,B2,2.2,
2024-09-30,MCU,SubPMIC,Pass,1,1,0,B2,2.2,
2024-09-30,MCU,MicLevel,Fail,1,0,1,B2,2.2,
2024-09-30,MCU,AudioDetectFailure,Fail,1,0,1,B2,2.2,
2024-09-30,USB,UsbDevice,Pass,1,1,0,B2,2.2,
2024-09-30,USB,UsbComm,Pass,1,1,0,B2,2.2,
2024-09-30,USB,AppleCP,Pass,1,1,0,B2,2.2,
2024-09-30,Safety,I2C,Pass,1,1,0,B2,2.2,
2024-09-30,Safety,Uart,Pass,1,1,0,B2,2.2,
2024-09-30,Camera,Deserializer,Pass,1,1,0,B2,2.2,
2024-09-30,Ethernet,PingFromEth0ToExtPort,Fail,1,0,1,B2,2.2,
2024-09-30,Ethernet,PingFromEth1ToExtPort,Pass,1,1,0,B2,2.2,
2024-09-30,Ethernet,EthcheckSpi,Pass,1,1,0,B2,2.2,
2024-09-30,Displey,Serializer,Pass,1,1,0,B2,2.2,
2024-09-30,Audio,AudioSoc,Pass,1,1,0,B2,2.2,
2024-09-30,Audio,HSI2S3(FM/AM),Pass,1,1,0,B2,2.2,
2024-09-30,Audio,HSI2S4(DAB),Pass,1,1,0,B2,2.2,
2024-09-30,Audio,TDMMiC,Pass,1,1,0,B2,2.2,
2024-09-30,GNSS,SW Information Reading,Fail,1,0,1,B2,2.2,
2024-09-30,GNSS,GNSS Read,Pass,1,1,0,B2,2.2,
2024-09-30,GNSS,SENSOR Read,Pass,1,1,0,B2,2.2,
2024-09-30,BT,ON,Pass,1,1,0,B2,2.2,
2024-09-30,BT,OFF,Pass,1,1,0,B2,2.2,
2024-09-30,WIFI,WIFI Connect AP,Pass,1,1,0,B2,2.2,
2024-09-30,WIFI,WIFI Disconnect,Pass,1,1,0,B2,2.2,
2024-10-31,System,KernelVersion,Pass,1,1,0,B2,2.2,
2024-10-31,System,UfsBasic,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,ThermalSensor,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,ReadRegion,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,ReadVersion,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,FANStatus,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,ADC,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,MainPower,Fail,1,0,1,B2,2.2,
2024-10-31,MCU,SubPMIC,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,MicLevel,Pass,1,1,0,B2,2.2,
2024-10-31,MCU,AudioDetectFailure,Pass,1,1,0,B2,2.2,
2024-10-31,USB,UsbDevice,Pass,1,1,0,B2,2.2,
2024-10-31,USB,UsbComm,Pass,1,1,0,B2,2.2,
2024-10-31,USB,AppleCP,Pass,1,1,0,B2,2.2,
2024-10-31,Safety,I2C,Pass,1,1,0,B2,2.2,
2024-10-31,Safety,Uart,Pass,1,1,0,B2,2.2,
2024-10-31,Camera,Deserializer,Pass,1,1,0,B2,2.2,
2024-10-31,Ethernet,PingFromEth0ToExtPort,Pass,1,1,0,B2,2.2,
2024-10-31,Ethernet,PingFromEth1ToExtPort,Pass,1,1,0,B2,2.2,
2024-10-31,Ethernet,EthcheckSpi,Fail,1,0,1,B2,2.2,
2024-10-31,Displey,Serializer,Pass,1,1,0,B2,2.2,
2024-10-31,Audio,AudioSoc,Pass,1,1,0,B2,2.2,
2024-10-31,Audio,HSI2S3(FM/AM),Pass,1,1,0,B2,2.2,
2024-10-31,Audio,HSI2S4(DAB),Pass,1,1,0,B2,2.2,
2024-10-31,Audio,TDMMiC,Fail,1,0,1,B2,2.2,
2024-10-31,GNSS,SW Information Reading,Fail,1,0,1,B2,2.2,
2024-10-31,GNSS,GNSS Read,Pass,1,1,0,B2,2.2,
2024-10-31,GNSS,SENSOR Read,Pass,1,1,0,B2,2.2,
2024-10-31,BT,ON,Pass,1,1,0,B2,2.2,
2024-10-31,BT,OFF,Pass,1,1,0,B2,2.2,
2024-10-31,WIFI,WIFI Connect AP,Pass,1,1,0,B2,2.2,
2024-10-31,WIFI,WIFI Disconnect,Fail,1,0,1,B2,2.2,
2024-11-30,System,KernelVersion,Fail,1,0,1,B2,2.2,
2024-11-30,System,UfsBasic,Fail,1,0,1,B2,2.2,
2024-11-30,MCU,ThermalSensor,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,ReadRegion,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,ReadVersion,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,FANStatus,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,ADC,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,MainPower,Fail,1,0,1,B2,2.2,
2024-11-30,MCU,SubPMIC,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,MicLevel,Pass,1,1,0,B2,2.2,
2024-11-30,MCU,AudioDetectFailure,Pass,1,1,0,B2,2.2,
2024-11-30,USB,UsbDevice,Pass,1,1,0,B2,2.2,
2024-11-30,USB,UsbComm,Pass,1,1,0,B2,2.2,
2024-11-30,USB,AppleCP,Pass,1,1,0,B2,2.2,
2024-11-30,Safety,I2C,Pass,1,1,0,B2,2.2,
2024-11-30,Safety,Uart,Pass,1,1,0,B2,2.2,
2024-11-30,Camera,Deserializer,Pass,1,1,0,B2,2.2,
2024-11-30,Ethernet,PingFromEth0ToExtPort,Pass,1,1,0,B2,2.2,
2024-11-30,Ethernet,PingFromEth1ToExtPort,Pass,1,1,0,B2,2.2,
2024-11-30,Ethernet,EthcheckSpi,Pass,1,1,0,B2,2.2,
2024-11-30,Displey,Serializer,Fail,1,0,1,B2,2.2,
2024-11-30,Audio,AudioSoc,Pass,1,1,0,B2,2.2,
2024-11-30,Audio,HSI2S3(FM/AM),Pass,1,1,0,B2,2.2,
2024-11-30,Audio,HSI2S4(DAB),Pass,1,1,0,B2,2.2,
2024-11-30,Audio,TDMMiC,Pass,1,1,0,B2,2.2,
2024-11-30,GNSS,SW Information Reading,Pass,1,1,0,B2,2.2,
2024-11-30,GNSS,GNSS Read,Pass,1,1,0,B2,2.2,
2024-11-30,GNSS,SENSOR Read,Pass,1,1,0,B2,2.2,
2024-11-30,BT,ON,Pass,1,1,0,B2,2.2,
2024-11-30,BT,OFF,Pass,1,1,0,B2,2.2,
2024-11-30,WIFI,WIFI Connect AP,Pass,1,1,0,B2,2.2,
2024-11-30,WIFI,WIFI Disconnect,Pass,1,1,0,B2,2.2,
